fid,DN,Enregistre,Latitude,Longitude,Type,Milieu,surface
9076,"120",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,690.73562722496
9113,"6147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,1085.44132299456
9128,"4623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,98.6765112644061
9128,"4623",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,98.6765112644061
9152,"120",C-foret,45.059890000000003,-73.288010000000000,foret,foret,96.6659562917048
9152,"120",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,394.706082764984
9186,"6147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,98.6764788098517
9213,"6147",C-foret,45.059890000000003,-73.288010000000000,foret,foret,98.676521753252
9214,"6147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,98.6764796656498
9241,"120",C-foret,45.059890000000003,-73.288010000000000,foret,foret,493.382614243223
9315,"147",C-foret,45.059890000000003,-73.288010000000000,foret,foret,2325.21367638869
9315,"147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,13158.1682547645
9319,"4529",C-foret,45.059890000000003,-73.288010000000000,foret,foret,9199.41632151761
9319,"4529",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,10735.5336543417
9333,"6147",C-foret,45.059890000000003,-73.288010000000000,foret,foret,394.706094449444
9359,"120",C-foret,45.059890000000003,-73.288010000000000,foret,foret,197.353050891834
9360,"4623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,98.6765024667839
9360,"4623",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,98.6765024667839
9371,"4623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,98.676503838622
9371,"4623",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,98.676503838622
9395,"4623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,197.35301153356
9395,"4623",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,197.35301153356
9396,"6529",C-foret,45.059890000000003,-73.288010000000000,foret,foret,98.6764977341227
9396,"6529",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,98.6764977341227
9401,"6529",C-foret,45.059890000000003,-73.288010000000000,foret,foret,197.353013027925
9401,"6529",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,197.353013027925
9444,"6158",C-foret,45.059890000000003,-73.288010000000000,foret,foret,789.412209987
9445,"4623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,98.6764964174654
9445,"4623",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,85.3769845943607
9461,"4623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,1085.4414384838
9480,"4623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,98.6765062718769
9509,"6529",C-foret,45.059890000000003,-73.288010000000000,foret,foret,98.6765046626679
9523,"4529",C-foret,45.059890000000003,-73.288010000000000,foret,foret,18353.8290027993
9523,"4529",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,5399.78266782872
9525,"6623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,127143.936349558
9525,"6623",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,115781.189192388
9588,"6529",C-foret,45.059890000000003,-73.288010000000000,foret,foret,14656.9210874094
9588,"6529",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,18943.7279628564
9633,"6147",C-foret,45.059890000000003,-73.288010000000000,foret,foret,2664.26517960135
9707,"158",C-foret,45.059890000000003,-73.288010000000000,foret,foret,1531.42989972315
9708,"6623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,8484.33306555534
9717,"6147",C-foret,45.059890000000003,-73.288010000000000,foret,foret,984.934211756132
9814,"4623",C-foret,45.059890000000003,-73.288010000000000,foret,foret,29046.6108124951
10206,"4529",C-foret,45.059890000000003,-73.288010000000000,foret,foret,826.431058998423
10207,"6529",C-foret,45.059890000000003,-73.288010000000000,foret,foret,56813.0617846605
10207,"6529",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,17540.5633052926
10811,"147",C-foret,45.059890000000003,-73.288010000000000,foret,foret,6514.86640126124
10811,"147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,21790.3346664782
8525,"6547",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,88.0546646153962
8540,"6147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,71.3470460764947
8558,"6147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,296.029513980262
8605,"4623",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,16959.6278680062
8606,"6547",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,1184.11804676769
8619,"6147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,986.765045148088
8652,"4147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,296.029511704226
8720,"147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,10576.7496862844
8721,"6547",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,986.765018645354
8745,"120",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,394.706049995031
8746,"120",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,197.353010084189
8747,"6547",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,888.08834453937
8765,"122",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,6271.11770227275
8770,"4547",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,19685.3697037727
8783,"6547",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,1874.85335456091
8798,"320",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,3585.13841382833
8817,"6320",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,3256.32433334147
8818,"6320",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,493.382421025774
8819,"6320",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,197.352957057825
8820,"6547",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,127.087857431499
8860,"120",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,2861.61876753942
8861,"320",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,1264.5974791645
8862,"6320",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,0.483559625092312
8960,"6147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,197.353027931269
9016,"120",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,592.059096893703
9026,"6147",C-lisiere,45.062519999999999,-73.287289999999999,lisiere,foret,2861.61805029784
6717,"6147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,485.382340195301
6808,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,4417.67989101348
6813,"2623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,0.103868951920958
6813,"2623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,5031.83179659469
6823,"6623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,2733.08833655162
6823,"6623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,35408.2830267106
6910,"2623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,528.370868990198
6927,"6147",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,59.7579760589288
6969,"4623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,5871.5155337279
6969,"4623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,12999.0164332411
6976,"2623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,98.6760938278167
6983,"2623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,98.6760919234075
7021,"6147",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,305.86898210214
7114,"6623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,7445.2927562049
7114,"6623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,1039.32843432906
7137,"6147",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,464.007953719556
7217,"6623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,607.774786698865
7278,"2623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,126109.157842113
7278,"2623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,116037.602117481
7773,"2623",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,46.5717818896374
8126,"2529",E-foret,45.076079999999997,-73.228089999999995,foret,mixte,138416.216842491
8126,"2529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,20928.5385820567
8609,"147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,2235.9612616548
6430,"6623",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,1411.2868496131
6471,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,94.2883473467373
6485,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,197.352103317331
6501,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,493.380268053326
6502,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,197.352105163969
6517,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,197.352107028652
6530,"2529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,31128.5989125775
6530,"2529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,125131.980211914
6530,"2529",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,155597.45827441
6535,"4623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,324.445257032901
6549,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,1184.11267552868
6560,"4147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,394.704346889368
6561,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,197.352118539799
6569,"6147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,394.704343081423
6570,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028163605486
6584,"4623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028261821135
6585,"6623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,11010.5589841798
6586,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,98.6760574078653
6592,"6147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,197.352176270215
6593,"6000",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,5476.62062204516
6593,"6000",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,38350.415451766
6594,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,197.352111104468
6600,"6147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,197.35216861486
6601,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028170875943
6604,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028209933196
6605,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,98.6760680683947
6606,"2320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028181060654
6607,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028172229388
6629,"4147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,789.40869384064
6637,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,1578.81726511096
6638,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028210044984
6639,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,789.408517272212
6640,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,493.380293931667
6646,"320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,352.267678882024
6647,"6320",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028264643537
6648,"6147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028255901823
6649,"6623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,394.704327723099
6650,"6000",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,592.05645455746
6651,"6529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,296.028218550055
6652,"2529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,1282.78884659155
6662,"2147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,98.6760862481897
6663,"4147",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,197.352169584978
6664,"2529",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,197.352146759804
6716,"6623",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,2062.4609914106
6719,"55",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,19021.4087894967
6719,"55",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,53203.5629698103
6737,"565",E-lisiere,45.078769999999999,-73.227549999999994,lisiere,mixte,1310.84820669997
5238,"6000",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,1409.63026035241
5276,"5021",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,8859.14155274708
5279,"2529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,1407.81922297378
5287,"2623",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,215.390709162282
5304,"6000",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.6760672726668
5305,"2021",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,92.5529634228733
5390,"6529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,21.493358320673
5405,"6623",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,1105.63999575021
5435,"2623",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,1692.89800966062
5436,"2021",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.6760584384028
5449,"6021",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,14677.1135769561
5449,"6021",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,259.421943455593
5450,"6000",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.6760602270078
5451,"2021",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.6760564836732
5471,"6000",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,197.352111931017
5472,"21",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,201.223629523593
5485,"6000",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,296.028160551796
5486,"2021",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,493.380250448798
5486,"2021",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,25.0377524293763
5487,"6000",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,619.091628646012
5487,"6000",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,721.394357701232
5506,"6000",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,197.352102175006
5506,"6000",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,2.1477039219717
5507,"6000",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,296.028143335599
5507,"6000",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,217.068675819784
5523,"6529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,197.352125564707
5578,"2623",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,155.716275320621
5579,"2521",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,493.380200927699
5579,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,493.380200927699
5580,"2521",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,206.284895945952
5580,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,789.408284736564
5592,"5529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.6760709473747
5612,"6529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.6760814842419
5613,"2521",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,197.35207605816
5613,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,197.35207605816
5671,"4521",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,1444.2990731132
5671,"4521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,6907.32233553572
5674,"6529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,394.704325949308
5677,"4529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,197.352075854258
5677,"4529",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,197.352075854258
5686,"2521",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,29.6207901969974
5686,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,197.352071154746
5718,"4529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.6760974086064
5745,"4529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.6760966577567
5754,"5529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.6760757457523
5779,"6529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,888.084734196105
5787,"6529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,3941.98037374485
5815,"6623",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,60.2829151996993
5891,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760381252388
5928,"4623",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,2991.06266983363
5945,"4122",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,5.14483040859341
5958,"5529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,98.676074701536
5959,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,197.352077933552
5975,"4529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,197.352177422901
5999,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,493.380197352148
6010,"2623",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,196.740571298695
6109,"5529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,54.9504870598757
6116,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760362548812
6147,"2529",F-foret,45.086610000000000,-73.228030000000004,foret,mixte,75083.3504260193
6158,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,1282.78853251273
6238,"4521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,21017.9951102294
5524,"2020",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,197.352063313243
5564,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,2182.2055419368
5582,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,222.951477425202
5614,"4521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,12.5352545845817
5625,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760282868927
5626,"4122",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,286.357092956197
5637,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,394.704122882948
5638,"4521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,394.704075596819
5649,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760203786253
5655,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,197.352043847524
5678,"4122",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,789.408155138255
5679,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,296.028051090077
5687,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760185830062
5700,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760183316364
5707,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,493.380136641848
5728,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760214151873
5737,"4122",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,197.352046675165
5738,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760222733719
5746,"4529",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,197.352059428929
5747,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,888.084185589396
5755,"2521",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,296.028099417133
5756,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760244903853
5788,"4122",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,296.028077386523
5795,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760253131215
5816,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760264217155
5817,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760254045075
5838,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760274055123
5839,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760261115269
5862,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760272468091
5863,"122",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,2466.90058473431
5876,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760283171607
5892,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760292692343
5906,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.676029356604
5917,"320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760303328629
5935,"122",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,14265.5953820905
5948,"55",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,296.028045347077
5960,"4320",F-lisiere,45.085120000000003,-73.224699999999999,lisiere,mixte,98.6760311848193
